"Table S3: The table provides the IMPPAT Phytochemical identifier, Chemical name, SMILES, InChI and QEDw score for the 1335 drug-like phytochemicals in IMPPAT 2.0 identified in this study.",,,,
IMPPAT Phytochemical identifier,Chemical name,SMILES,InChI,QEDw
IMPHY006530,Otosenine,CN1CC[C@H]2OC(=O)[C@]3(O[C@H]3C)C[C@H]([C@@](C(=O)OCC(=CC1)C2=O)(C)O)C,"InChI=1S/C19H27NO7/c1-11-9-19(12(2)27-19)17(23)26-14-6-8-20(4)7-5-13(15(14)21)10-25-16(22)18(11,3)24/h5,11-12,14,24H,6-10H2,1-4H3/b13-5-/t11-,12+,14-,18-,19+/m1/s1",0.4693
IMPHY002175,"4,5-Dihydroniveusin A",OCC1C[C@H]2OC(=O)C(=C)[C@H]2[C@@H](C[C@]2(O[C@]1(O)C[C@@H]2O)C)OC(=O)/C(=C\C)/C,"InChI=1S/C20H28O8/c1-5-10(2)17(23)27-14-7-19(4)15(22)8-20(25,28-19)12(9-21)6-13-16(14)11(3)18(24)26-13/h5,12-16,21-22,25H,3,6-9H2,1-2,4H3/b10-5-/t12?,13-,14-,15+,16-,19-,20-/m1/s1",0.4681
IMPHY001621,"(2S,3E,6S)-3,7-Dimethyl-3-octene-1,2,6,7-tetrol",OC[C@H](/C(=C/C[C@@H](C(O)(C)C)O)/C)O,"InChI=1S/C10H20O4/c1-7(8(12)6-11)4-5-9(13)10(2,3)14/h4,8-9,11-14H,5-6H2,1-3H3/b7-4+/t8-,9+/m1/s1",0.4678
IMPHY002662,Protosappanin C,O=C[C@]1(O)COc2cc(O)ccc2-c2c(C1)cc(O)c(c2)O,"InChI=1S/C16H14O6/c17-7-16(21)6-9-3-13(19)14(20)5-12(9)11-2-1-10(18)4-15(11)22-8-16/h1-5,7,18-21H,6,8H2/t16-/m0/s1",0.4675
IMPHY011141,Tagitinin F,O=C(C(C)C)O[C@@H]1C[C@]2(C)C=C[C@@](O2)(/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/C)O,"InChI=1S/C19H24O6/c1-10(2)16(20)24-14-9-18(5)6-7-19(22,25-18)11(3)8-13-15(14)12(4)17(21)23-13/h6-8,10,13-15,22H,4,9H2,1-3,5H3/b11-8-/t13-,14-,15+,18+,19-/m1/s1",0.4671
IMPHY005493,Norwogonin,Oc1cc(O)c2c(c1O)oc(cc2=O)c1ccccc1,"InChI=1S/C15H10O5/c16-9-6-11(18)14(19)15-13(9)10(17)7-12(20-15)8-4-2-1-3-5-8/h1-7,16,18-19H",0.4667
IMPHY013322,delta-Caesalpin,O[C@@H]1[C@@H]2[C@H](Cc3c([C@@]2(C)O)cco3)[C@@]2([C@]([C@H]1O)(O)C(C)(C)CC[C@@H]2O)C,"InChI=1S/C20H30O6/c1-17(2)7-5-13(21)18(3)11-9-12-10(6-8-26-12)19(4,24)14(11)15(22)16(23)20(17,18)25/h6,8,11,13-16,21-25H,5,7,9H2,1-4H3/t11-,13-,14-,15+,16-,18-,19+,20+/m0/s1",0.4667
IMPHY002758,Cynodontin,Cc1cc(O)c2c(c1O)C(=O)c1c(C2=O)c(O)ccc1O,"InChI=1S/C15H10O6/c1-5-4-8(18)11-12(13(5)19)15(21)10-7(17)3-2-6(16)9(10)14(11)20/h2-4,16-19H,1H3",0.4664
IMPHY009347,7-Hydroxyemodin,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)c(c(c1)O)O,"InChI=1S/C15H10O6/c1-5-2-6-10(8(16)3-5)14(20)11-7(12(6)18)4-9(17)13(19)15(11)21/h2-4,16-17,19,21H,1H3",0.4664
IMPHY010012,"1,3,5,6-Tetrahydroxy-2-methylanthracene-9,10-dione",Oc1ccc2c(c1O)C(=O)c1c(C2=O)c(O)c(c(c1)O)C,"InChI=1S/C15H10O6/c1-5-9(17)4-7-11(12(5)18)13(19)6-2-3-8(16)15(21)10(6)14(7)20/h2-4,16-18,21H,1H3",0.4664
IMPHY013565,"1,3,5,8-Tetrahydroxy-2-methylanthracene-9,10-dione",Oc1cc2c(c(c1C)O)C(=O)c1c(C2=O)c(O)ccc1O,"InChI=1S/C15H10O6/c1-5-9(18)4-6-10(13(5)19)15(21)12-8(17)3-2-7(16)11(12)14(6)20/h2-4,16-19H,1H3",0.4664
IMPHY013230,7-Oxohinokinin,O=C1OC[C@@H]([C@H]1C(=O)c1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,"InChI=1S/C20H16O7/c21-19(12-2-4-15-17(7-12)27-10-25-15)18-13(8-23-20(18)22)5-11-1-3-14-16(6-11)26-9-24-14/h1-4,6-7,13,18H,5,8-10H2/t13-,18-/m0/s1",0.4655
IMPHY002776,Shinjulactone G,OC[C@]12[C@@H]3OC(=O)C[C@H]1[C@@H](C)[C@H]([C@@H]([C@@H]2[C@@]1([C@@H](C3)C(=CC(=O)[C@H]1O)C)C)O)O,"InChI=1S/C20H28O7/c1-8-4-12(22)18(26)19(3)10(8)5-13-20(7-21)11(6-14(23)27-13)9(2)15(24)16(25)17(19)20/h4,9-11,13,15-18,21,24-26H,5-7H2,1-3H3/t9-,10+,11+,13-,15-,16+,17-,18-,19+,20-/m1/s1",0.4645
IMPHY005463,Morin,Oc1ccc(c(c1)O)c1oc2cc(O)cc(c2c(=O)c1O)O,"InChI=1S/C15H10O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5,16-19,21H",0.4641
IMPHY005414,Bellidifolin,COc1cc(O)c2c(c1)oc1c(c2=O)c(O)ccc1O,"InChI=1S/C14H10O6/c1-19-6-4-9(17)11-10(5-6)20-14-8(16)3-2-7(15)12(14)13(11)18/h2-5,15-17H,1H3",0.4637
IMPHY005460,Swertianin,COc1cc(O)c2c(c1)oc1c(c2=O)c(O)c(cc1)O,"InChI=1S/C14H10O6/c1-19-6-4-8(16)11-10(5-6)20-9-3-2-7(15)13(17)12(9)14(11)18/h2-5,15-17H,1H3",0.4637
IMPHY013557,"1,5,6-Trihydroxy-3-methoxy-9H-xanthen-9-one",COc1cc(O)c2c(c1)oc1c(c2=O)ccc(c1O)O,"InChI=1S/C14H10O6/c1-19-6-4-9(16)11-10(5-6)20-14-7(12(11)17)2-3-8(15)13(14)18/h2-5,15-16,18H,1H3",0.4637
IMPHY014213,"1-Methoxy-3,5,6-trihydroxyxanthone",COc1cc(O)cc2c1c(=O)c1c(o2)c(O)c(cc1)O,"InChI=1S/C14H10O6/c1-19-9-4-6(15)5-10-11(9)12(17)7-2-3-8(16)13(18)14(7)20-10/h2-5,15-16,18H,1H3",0.4637
IMPHY008028,Hydroxymetasequirin A,O[C@@H]1CO[C@@H]([C@H]1c1ccc(c(c1)O)O)[C@H](c1ccc(c(c1)O)O)O,"InChI=1S/C17H18O7/c18-10-3-1-8(5-12(10)20)15-14(22)7-24-17(15)16(23)9-2-4-11(19)13(21)6-9/h1-6,14-23H,7H2/t14-,15+,16+,17+/m1/s1",0.4632
IMPHY003155,Effusanin E,C=C1[C@@H]2C[C@H]([C@@H]3[C@](C1=O)(C2)[C@]1(O)OC[C@@]23[C@@H](O)CCC([C@H]2[C@@H]1O)(C)C)O,"InChI=1S/C20H28O6/c1-9-10-6-11(21)13-18-8-26-20(25,19(13,7-10)15(9)23)16(24)14(18)17(2,3)5-4-12(18)22/h10-14,16,21-22,24-25H,1,4-8H2,2-3H3/t10-,11-,12+,13+,14-,16+,18+,19+,20-/m1/s1",0.463
IMPHY007360,Monocrotaline,O=C1O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]([C@H]1C)(C)O)(C)O,"InChI=1S/C16H23NO6/c1-9-13(18)23-11-5-7-17-6-4-10(12(11)17)8-22-14(19)16(3,21)15(9,2)20/h4,9,11-12,20-21H,5-8H2,1-3H3/t9-,11+,12+,15+,16-/m0/s1",0.4623
IMPHY013159,Blumealactone A,C/C=C(/C(=O)OC1C2C(OC(=O)C2=C)C(O)C(C)CCCC2(C1O2)C)\C,"InChI=1S/C20H28O6/c1-6-10(2)18(22)25-16-13-12(4)19(23)24-15(13)14(21)11(3)8-7-9-20(5)17(16)26-20/h6,11,13-17,21H,4,7-9H2,1-3,5H3/b10-6+",0.4597
IMPHY013160,Blumealactone B,CC(=CC(=O)OC1C2C(OC(=O)C2=C)C(O)C(C)CCCC2(C1O2)C)C,"InChI=1S/C20H28O6/c1-10(2)9-13(21)24-17-14-12(4)19(23)25-16(14)15(22)11(3)7-6-8-20(5)18(17)26-20/h9,11,14-18,22H,4,6-8H2,1-3,5H3",0.4597
IMPHY004696,Lupinalbin A,Oc1ccc2c(c1)oc1c2c(=O)c2c(o1)cc(cc2O)O,"InChI=1S/C15H8O6/c16-6-1-2-8-10(4-6)20-15-12(8)14(19)13-9(18)3-7(17)5-11(13)21-15/h1-5,16-18H",0.4584
IMPHY004448,Sappanchalcone,COc1cc(O)ccc1C(=O)/C=C/c1ccc(c(c1)O)O,"InChI=1S/C16H14O5/c1-21-16-9-11(17)4-5-12(16)13(18)6-2-10-3-7-14(19)15(20)8-10/h2-9,17,19-20H,1H3/b6-2+",0.4568
IMPHY007499,Licochalcone B,COc1c(/C=C/C(=O)c2ccc(cc2)O)ccc(c1O)O,"InChI=1S/C16H14O5/c1-21-16-11(5-9-14(19)15(16)20)4-8-13(18)10-2-6-12(17)7-3-10/h2-9,17,19-20H,1H3/b8-4+",0.4568
IMPHY006202,"[(3aR,4S,6Z,10E,11aR)-10-(hydroxymethyl)-6-methyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 2-(hydroxymethyl)prop-2-enoate",OC/C/1=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C/C(=C\CC1)/C)OC(=O)C(=C)CO,"InChI=1S/C19H24O6/c1-11-5-4-6-14(10-21)8-16-17(13(3)19(23)25-16)15(7-11)24-18(22)12(2)9-20/h5,8,15-17,20-21H,2-4,6-7,9-10H2,1H3/b11-5-,14-8+/t15-,16+,17+/m0/s1",0.4553
IMPHY005577,Arctiopicrin,OC/C/1=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C(CO)C,"InChI=1S/C19H26O6/c1-11-5-4-6-14(10-21)8-16-17(13(3)19(23)25-16)15(7-11)24-18(22)12(2)9-20/h5,8,12,15-17,20-21H,3-4,6-7,9-10H2,1-2H3/b11-5+,14-8-/t12?,15-,16+,17+/m0/s1",0.4551
IMPHY002168,Paniculide B,OC[C@]12C[C@@H]3OC(=O)C(=C3[C@@H]([C@@H]2O1)O)CCC=C(C)C,"InChI=1S/C15H20O5/c1-8(2)4-3-5-9-11-10(19-14(9)18)6-15(7-16)13(20-15)12(11)17/h4,10,12-13,16-17H,3,5-7H2,1-2H3/t10-,12-,13-,15-/m0/s1",0.4532
IMPHY005604,Eupatoriopicrin,OC/C=C(/C(=O)O[C@@H]1C/C(=C/CC/C(=C/[C@@H]2[C@@H]1C(=C)C(=O)O2)/C)/C)\CO,"InChI=1S/C20H26O6/c1-12-5-4-6-13(2)10-17(26-20(24)15(11-22)7-8-21)18-14(3)19(23)25-16(18)9-12/h6-7,9,16-18,21-22H,3-5,8,10-11H2,1-2H3/b12-9+,13-6+,15-7+/t16-,17-,18+/m1/s1",0.4513
IMPHY008384,Muricatin,OCC(=C)C(=O)O[C@H]1CC(=C)[C@H]2[C@@H]([C@@H]3[C@@H]1C(=C)C(=O)O3)[C@@H]([C@H](C2)O)C,"InChI=1S/C19H24O6/c1-8-5-14(24-18(22)9(2)7-20)16-11(4)19(23)25-17(16)15-10(3)13(21)6-12(8)15/h10,12-17,20-21H,1-2,4-7H2,3H3/t10-,12+,13+,14+,15+,16-,17-/m1/s1",0.4513
IMPHY010375,"(3S,8R,9S,10R,11S,12S,13S,14S,17S)-17-[(1R)-1-hydroxyethyl]-10,13-dimethyl-1,2,3,4,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthrene-3,11,12,14-tetrol",O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2[C@H](O)[C@@H](O)[C@]2([C@]3(O)CC[C@@H]2[C@H](O)C)C)C1)C,"InChI=1S/C21H34O5/c1-11(22)14-7-9-21(26)15-5-4-12-10-13(23)6-8-19(12,2)16(15)17(24)18(25)20(14,21)3/h4,11,13-18,22-26H,5-10H2,1-3H3/t11-,13+,14-,15-,16-,17+,18-,19+,20+,21+/m1/s1",0.4513
IMPHY010376,Cissogenin,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2[C@H](O)[C@@H](O)[C@]2([C@]3(O)CC[C@@H]2[C@@H](O)C)C)C1)C,"InChI=1S/C21H34O5/c1-11(22)14-7-9-21(26)15-5-4-12-10-13(23)6-8-19(12,2)16(15)17(24)18(25)20(14,21)3/h4,11,13-18,22-26H,5-10H2,1-3H3/t11-,13-,14+,15+,16+,17-,18+,19-,20-,21-/m0/s1",0.4513
IMPHY001845,Cynaropicrin,OCC(=C)C(=O)O[C@H]1CC(=C)[C@H]2[C@@H]([C@@H]3[C@@H]1C(=C)C(=O)O3)C(=C)[C@H](C2)O,"InChI=1S/C19H22O6/c1-8-5-14(24-18(22)9(2)7-20)16-11(4)19(23)25-17(16)15-10(3)13(21)6-12(8)15/h12-17,20-21H,1-7H2/t12-,13-,14-,15-,16+,17+/m0/s1",0.4509
IMPHY005968,Alkaloid A,C/C=C(\C(=O)OC1CCN2C1C(=CC2)COC(=O)/C(=C/C)/CO)/C,"InChI=1S/C18H25NO5/c1-4-12(3)17(21)24-15-7-9-19-8-6-14(16(15)19)11-23-18(22)13(5-2)10-20/h4-6,15-16,20H,7-11H2,1-3H3/b12-4-,13-5+",0.4487
IMPHY006023,Hypoglycine B,O=C(N[C@H](C(=O)O)C[C@H]1CC1=C)CC[C@@H](C(=O)O)N,"InChI=1S/C12H18N2O5/c1-6-4-7(6)5-9(12(18)19)14-10(15)3-2-8(13)11(16)17/h7-9H,1-5,13H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8+,9+/m1/s1",0.4485
IMPHY001668,"5,6,8-Trihydroxy-7-methylnaphthalene-1,4-dione",O=C1C=CC(=O)c2c1c(O)c(c(c2O)C)O,"InChI=1S/C11H8O5/c1-4-9(14)7-5(12)2-3-6(13)8(7)11(16)10(4)15/h2-3,14-16H,1H3",0.4483
IMPHY012388,Resiniferonol,OCC1=C[C@H]2[C@@H](O)[C@@](O)(C[C@H]([C@@]2([C@H]2[C@@](C1)(O)C(=O)C(=C2)C)O)C)C(=C)C,"InChI=1S/C20H28O6/c1-10(2)18(24)7-12(4)20(26)14(17(18)23)6-13(9-21)8-19(25)15(20)5-11(3)16(19)22/h5-6,12,14-15,17,21,23-26H,1,7-9H2,2-4H3/t12-,14+,15-,17-,18-,19-,20-/m1/s1",0.4481
IMPHY002383,Laxanthone III,COc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)OC(=O)C)OC,"InChI=1S/C17H14O7/c1-8(18)23-14-7-12-10(6-13(14)22-3)17(20)16-11(19)4-9(21-2)5-15(16)24-12/h4-7,19H,1-3H3",0.4478
IMPHY005206,Rosmaquinone,O[C@H]1C2=C(C(=O)C(=O)C(=C2)C(C)C)[C@@]23[C@@H]([C@@H]1OC2=O)C(C)(C)CCC3,"InChI=1S/C20H24O5/c1-9(2)10-8-11-12(15(23)13(10)21)20-7-5-6-19(3,4)17(20)16(14(11)22)25-18(20)24/h8-9,14,16-17,22H,5-7H2,1-4H3/t14-,16+,17-,20-/m0/s1",0.4477
IMPHY001157,"[(1S,3R,5S,8S,9R,11R,14R,16S,17R,18S,19S)-9,10,19-trihydroxy-5-methyl-12-methylidene-7-azaheptacyclo[9.6.2.01,8.05,17.07,16.09,14.014,18]nonadecan-3-yl] acetate",CC(=O)O[C@@H]1C[C@]2(C)CN3[C@H]4[C@@]5(C1)[C@@H]2[C@@H]3C[C@]12[C@H]5[C@H](O)[C@H](C([C@]41O)O)C(=C)C2,"InChI=1S/C22H29NO5/c1-9-4-20-7-12-15-19(3)5-11(28-10(2)24)6-21(15)16(20)14(25)13(9)17(26)22(20,27)18(21)23(12)8-19/h11-18,25-27H,1,4-8H2,2-3H3/t11-,12+,13-,14-,15-,16-,17?,18+,19-,20-,21+,22+/m1/s1",0.4472
IMPHY004777,"2,3-Dehydrokievitol",OC/C(=C/Cc1c(O)cc(c2c1occ(c2=O)c1ccc(cc1O)O)O)/C,"InChI=1S/C20H18O7/c1-10(8-21)2-4-13-16(24)7-17(25)18-19(26)14(9-27-20(13)18)12-5-3-11(22)6-15(12)23/h2-3,5-7,9,21-25H,4,8H2,1H3/b10-2+",0.4462
IMPHY009612,Artabsinolide D,O=C1OC2C(C1C)CCC(C1=C2C(C)(O)CC1O)(C)O,"InChI=1S/C15H22O5/c1-7-8-4-5-14(2,18)10-9(16)6-15(3,19)11(10)12(8)20-13(7)17/h7-9,12,16,18-19H,4-6H2,1-3H3",0.4453
IMPHY006120,Carinol,COc1cc(ccc1O)CC(C(Cc1ccc(c(c1)OC)O)(CO)O)CO,"InChI=1S/C20H26O7/c1-26-18-8-13(3-5-16(18)23)7-15(11-21)20(25,12-22)10-14-4-6-17(24)19(9-14)27-2/h3-6,8-9,15,21-25H,7,10-12H2,1-2H3",0.4452
IMPHY006252,"2-Butenoic acid, 2-methyl-, 2,3,3a,4,5,8,9,11a-octahydro-5,9-dihydroxy-6,10-dimethyl-3-methylene-2-oxocyclodeca(b)furan-4-yl ester, (3aS-(3aR*,4S*(Z),5S*,6E,9S*,10Z,11aS*))-",C/C=C(/C(=O)OC1C(O)/C(=C\CC(/C(=C\C2[C@@H]1C(=C)C(=O)O2)/C)O)/C)\C,"InChI=1S/C20H26O6/c1-6-10(2)19(23)26-18-16-13(5)20(24)25-15(16)9-12(4)14(21)8-7-11(3)17(18)22/h6-7,9,14-18,21-22H,5,8H2,1-4H3/b10-6+,11-7-,12-9-/t14?,15?,16-,17?,18?/m0/s1",0.4432
IMPHY006518,Zoapatanolide B,C/C=C(\C(=O)OC1/C(=C\CC(O)/C(=C\C2C(C1O)C(=C)C(=O)O2)/C)/C)/C,"InChI=1S/C20H26O6/c1-6-10(2)19(23)26-18-11(3)7-8-14(21)12(4)9-15-16(17(18)22)13(5)20(24)25-15/h6-7,9,14-18,21-22H,5,8H2,1-4H3/b10-6-,11-7-,12-9-",0.4432
IMPHY012926,Hydroxyisonobilin,C/C=C(/C(=O)OC1CC(=C)C(O)CC(/C(=C/C2C1C(=C)C(=O)O2)/C)O)\C,"InChI=1S/C20H26O6/c1-6-10(2)19(23)25-16-7-11(3)14(21)9-15(22)12(4)8-17-18(16)13(5)20(24)26-17/h6,8,14-18,21-22H,3,5,7,9H2,1-2,4H3/b10-6+,12-8+",0.4432
IMPHY014589,"11beta,13-Dihydrourospermal A",OC/C/1=C/[C@H]2OC(=O)[C@H]([C@@H]2[C@H](C/C(=C\CC1)/C=O)O)C,"InChI=1S/C15H20O5/c1-9-14-12(18)5-10(7-16)3-2-4-11(8-17)6-13(14)20-15(9)19/h3,6-7,9,12-14,17-18H,2,4-5,8H2,1H3/b10-3+,11-6+/t9-,12-,13+,14+/m0/s1",0.4429
IMPHY014580,"11beta,13-Dihydrosalonitenolide",CC(=O)OC/C/1=C/[C@H]2OC(=O)[C@H]([C@@H]2[C@H](C/C(=C\CC1)/C)OC(=O)C)C,"InChI=1S/C19H26O6/c1-11-6-5-7-15(10-23-13(3)20)9-17-18(12(2)19(22)25-17)16(8-11)24-14(4)21/h6,9,12,16-18H,5,7-8,10H2,1-4H3/b11-6-,15-9+/t12-,16-,17+,18+/m0/s1",0.4423
IMPHY014499,Vestolide,OC1CC(C)(O)C2C(C3C1C(=C)C(=O)O3)C(CC2)(C)O,"InChI=1S/C15H22O5/c1-7-10-9(16)6-15(3,19)8-4-5-14(2,18)11(8)12(10)20-13(7)17/h8-12,16,18-19H,1,4-6H2,2-3H3",0.4414
IMPHY006268,Vicolide D,C/C/1=C/C(=O)C[C@@H](C)[C@H]([C@@H]([C@@H]2[C@@H](C1)OC(=O)C2=C)O)OC(=O)[C@]1(C)O[C@@H]1C,"InChI=1S/C20H26O7/c1-9-6-13(21)8-10(2)17(26-19(24)20(5)12(4)27-20)16(22)15-11(3)18(23)25-14(15)7-9/h6,10,12,14-17,22H,3,7-8H2,1-2,4-5H3/b9-6-/t10-,12-,14-,15+,16-,17-,20-/m1/s1",0.441
IMPHY007277,Mucronatinine,C/C=C\1/C[C@@H](C)[C@](O)(CC)C(=O)OCC2=CCN3C2[C@H](OC1=O)CC3,"InChI=1S/C19H27NO5/c1-4-13-10-12(3)19(23,5-2)18(22)24-11-14-6-8-20-9-7-15(16(14)20)25-17(13)21/h4,6,12,15-16,23H,5,7-11H2,1-3H3/b13-4-/t12-,15-,16?,19-/m1/s1",0.44
IMPHY006139,Methyl gallate,COC(=O)c1cc(O)c(c(c1)O)O,"InChI=1S/C8H8O5/c1-13-8(12)4-2-5(9)7(11)6(10)3-4/h2-3,9-11H,1H3",0.4389
IMPHY014528,"(1R,2S,6R,10S,11R,13S,15R)-1,6,13-trihydroxy-8,12-bis(hydroxymethyl)-4,12,15-trimethyltetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dien-5-one",OCC1=C[C@H]2[C@@H]3C([C@]3(O)C[C@H]([C@@]2([C@H]2[C@@](C1)(O)C(=O)C(=C2)C)O)C)(C)CO,"InChI=1S/C20H28O6/c1-10-4-14-18(24,16(10)23)7-12(8-21)5-13-15-17(3,9-22)19(15,25)6-11(2)20(13,14)26/h4-5,11,13-15,21-22,24-26H,6-9H2,1-3H3/t11-,13+,14-,15-,17?,18-,19+,20-/m1/s1",0.438
IMPHY002762,Shinjulactone D,O=C1O[C@@H]2C[C@H]3[C@H](C)C[C@@H]([C@H]([C@@]3([C@@H]3[C@@]42[C@@H](C1)[C@@H](C)[C@H]([C@@]3(OC4)O)O)C)O)O,"InChI=1S/C20H30O7/c1-8-4-12(21)16(24)18(3)10(8)5-13-19-7-26-20(25,17(18)19)15(23)9(2)11(19)6-14(22)27-13/h8-13,15-17,21,23-25H,4-7H2,1-3H3/t8-,9-,10+,11+,12+,13-,15-,16-,17-,18-,19-,20+/m1/s1",0.4371
IMPHY011735,(+)-Gallocatechin,Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@H](Cc2c(c1)O)O,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15+/m0/s1",0.4371
IMPHY011737,Epigallocatechin,Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@@H](Cc2c(c1)O)O,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1",0.4371
IMPHY011786,(+)-Epigallocatechin,Oc1cc2O[C@@H](c3cc(O)c(c(c3)O)O)[C@H](Cc2c(c1)O)O,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m0/s1",0.4371
IMPHY011806,(-)-Gallocatechin,Oc1cc2O[C@@H](c3cc(O)c(c(c3)O)O)[C@@H](Cc2c(c1)O)O,"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15+/m1/s1",0.4371
IMPHY006501,Triptriolide,O=C1OCC2=C1CC[C@]1([C@H]2C[C@H]2[C@@]3([C@@]41O[C@H]4[C@@H](O)[C@@]([C@H]3O)(O)C(C)C)O2)C,"InChI=1S/C20H26O7/c1-8(2)18(24)13(21)14-20(27-14)17(3)5-4-9-10(7-25-15(9)22)11(17)6-12-19(20,26-12)16(18)23/h8,11-14,16,21,23-24H,4-7H2,1-3H3/t11-,12-,13+,14-,16+,17-,18-,19+,20+/m0/s1",0.4368
IMPHY008374,niveusin B,C/C=C(\C(=O)O[C@@H]1C[C@]2(C)CC[C@@](O2)(/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/CO)O)/C,"InChI=1S/C20H26O7/c1-5-11(2)17(22)26-15-9-19(4)6-7-20(24,27-19)13(10-21)8-14-16(15)12(3)18(23)25-14/h5,8,14-16,21,24H,3,6-7,9-10H2,1-2,4H3/b11-5-,13-8-/t14-,15-,16+,19+,20-/m1/s1",0.4362
IMPHY009022,Picrasidine E,COC(=O)/C=C/C(=O)c1ncc(c2c1[nH]c1c2cccc1OC)OC,"InChI=1S/C18H16N2O5/c1-23-12-6-4-5-10-15-13(24-2)9-19-17(18(15)20-16(10)12)11(21)7-8-14(22)25-3/h4-9,20H,1-3H3/b8-7+",0.4361
IMPHY000416,Junceine,OC[C@]1(O)C(=O)OCC2=CCN3[C@H]2[C@H](OC(=O)C(C[C@]1(C)O)C(C)C)CC3,"InChI=1S/C19H29NO7/c1-11(2)13-8-18(3,24)19(25,10-21)17(23)26-9-12-4-6-20-7-5-14(15(12)20)27-16(13)22/h4,11,13-15,21,24-25H,5-10H2,1-3H3/t13?,14-,15-,18+,19+/m1/s1",0.4359
IMPHY001594,Melanoxetin,Oc1cc(ccc1O)c1oc2c(O)c(O)ccc2c(=O)c1O,"InChI=1S/C15H10O7/c16-8-3-1-6(5-10(8)18)14-13(21)11(19)7-2-4-9(17)12(20)15(7)22-14/h1-5,16-18,20-21H",0.4342
IMPHY004619,Quercetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",0.4342
IMPHY005447,6-Hydroxyluteolin,Oc1ccc(cc1O)c1cc(=O)c2c(o1)cc(c(c2O)O)O,"InChI=1S/C15H10O7/c16-7-2-1-6(3-8(7)17)11-4-9(18)13-12(22-11)5-10(19)14(20)15(13)21/h1-5,16-17,19-21H",0.4342
IMPHY005472,Robinetin,Oc1ccc2c(c1)oc(c(c2=O)O)c1cc(O)c(c(c1)O)O,"InChI=1S/C15H10O7/c16-7-1-2-8-11(5-7)22-15(14(21)12(8)19)6-3-9(17)13(20)10(18)4-6/h1-5,16-18,20-21H",0.4342
IMPHY005602,Tricetin,Oc1cc(O)c2c(c1)oc(cc2=O)c1cc(O)c(c(c1)O)O,"InChI=1S/C15H10O7/c16-7-3-8(17)14-9(18)5-12(22-13(14)4-7)6-1-10(19)15(21)11(20)2-6/h1-5,16-17,19-21H",0.4342
IMPHY008743,Rhynchosin,Oc1ccc(cc1O)c1oc2cc(O)c(cc2c(=O)c1O)O,"InChI=1S/C15H10O7/c16-8-2-1-6(3-9(8)17)15-14(21)13(20)7-4-10(18)11(19)5-12(7)22-15/h1-5,16-19,21H",0.4342
IMPHY005363,Melacacidin,O[C@H]1[C@@H](O)[C@H](Oc2c1ccc(c2O)O)c1ccc(c(c1)O)O,"InChI=1S/C15H14O7/c16-8-3-1-6(5-10(8)18)14-13(21)11(19)7-2-4-9(17)12(20)15(7)22-14/h1-5,11,13-14,16-21H/t11-,13-,14-/m1/s1",0.4339
IMPHY011611,Leucocianidol,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H]([C@H](c2c(c1)O)O)O,"InChI=1S/C15H14O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,13-21H/t13-,14-,15+/m0/s1",0.4339
